comp_id,sigla,nome,siglas_alt,nomes_alt,sociedade,avaliacao,origem,ieee_id,sol_id,gs_id,dblp_id
CompID900693,ICVR,International Conference on Virtual Rehabilitation,ICVR,International Conference on Virtual Rehabilitation,,Top20,Qualis 2017-2020|SBC CE-2024,,,rw5ieHT7BnMJ.2024,
CompID900694,ICVRV,International Conference on Virtual Reality and Visualization,,,,,Qualis 2017-2020,,,,
CompID900695,ICVS,International Conference on Computer Vision Systems,,,,,Qualis 2017-2020,,,,
CompID900696,ICWE,International Conference on Web Engineering,ICWE,International Conference on Web Engineering|International Conference on Web Engineering (ICWE),,Top20,Qualis 2017-2020|SBC CE-2024,,,I8L8xmsrq2EJ.2024,icwe
CompID900697,ICWL,International Conference on Web-Based Learning,,,,,Qualis 2017-2020,,,,
CompID900698,ICWN,International Conference on Wireless Networks,,,,,Qualis 2017-2020,,,,
CompID900699,ICWS,IEEE International Conference on Web Services,ICWS,IEEE International Conference on Web Services|International Conference on Web Services,,Top20,Qualis 2017-2020|SBC CE-2024,,,UYzshLpmx2EJ.2024,icws
CompID900700,ICWSM,International AAAI Conference on Web and Social Media,ICWSM,International AAAI Conference on Web and Social Media|International Conference on Web and Social Media|International Conference on Web and Social Media (ICWSM),,Top10,Qualis 2017-2020|SBC CE-2024,,,eH4qSzdbVtwJ.2023,icwsm
CompID900701,IDC,International Symposium on Intelligent Distributed Computing,IDC,ACM Interaction Design and Children Conference|International Conference on Interaction Design and Children|International Conference on Interaction Design and Children (IDC)International Conference on Interaction Design and Children (ID,,Top10,Qualis 2017-2020|SBC CE-2024,,,6bHuP8hpZRIJ.2024,acmidc
CompID900702,IDCS,International Conference on Internet and Distributed Computing Systems,IDCS,International Conference on Internet and Distributed Computing Systems,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,idcs
CompID900703,IDEAS,International Database Engineering and Applications Symposium,IDEAS,International Database Engineering & Applications Symposium|International Database Engineering and Applications Symposium,,Top20,Qualis 2017-2020|SBC CE-2024,,,,ideas
CompID900704,IEAAIE,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,,,,,Qualis 2017-2020,,,,
CompID900705,IECON,Annual Conference of the IEEE Industrial Electronics Society,IECON,Annual Conference of the IEEE Industrial Electronics Society,,Recommended,Qualis 2017-2020|SBC CE-2024,,,j7dS7aP2eTEJ.2020,
CompID900706,IEEE IST,IEEE International Conference on Imaging Systems and Techniques,IEEE IST,IEEE International Workshop on Imaging Systems and Techniques,,Recommended,Qualis 2017-2020|SBC CE-2024,,,Q_PhJS0hr7sJ.2024,ist
CompID900707,IEEE NANO,IEEE Conference on Nanotechnology,IEEE NANO,IEEE Conference on Nanotechnology,,Top20,Qualis 2017-2020|SBC CE-2024,,,q_zVL_Uah5UJ.2024,
CompID900708,IEEE VIS,IEEE Visualization,IEEE VIS|VAST|IEEE VIS|VAST|InfoVis|IEEE VIS|InfoVis|SciVis|IEEE VIS|SciVis,IEEE Visualization|IEEE Visualization Conference,,Top10,Qualis 2017-2020|SBC CE-2024,,,ISkzejISPjIJ.2024,visualization
CompID900709,IEEECloudS,IEEE Cloud Summit,,,,,Qualis 2017-2020,,,,
CompID900710,IEEEISWC,IEEE International Symposium on Wearable Computers,,,,,Qualis 2017-2020,,,,
CompID900711,IEEENANO,International Conference on Nanotechnology,,,,,Qualis 2017-2020,,,,
CompID900712,IEEESCC,IEEE International Conference on Services Computing,,,,,Qualis 2017-2020,,,,
CompID900713,IESS,IFIP International Embedded Systems Symposium,IESS,IFIP International Embedded Systems Symposium,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,iess
CompID900714,IESTEC,"International Engineering, Sciences and Technology Conference",,,,,Qualis 2017-2020,,,,
CompID900715,IFAC,World Congress of the International Federation of Automatic Control,IFAC,IFAC - World Congress of the International Federation of Automatic Control|World Congress of the International Federation of Automatic Control,,Recommended,Qualis 2017-2020|SBC CE-2024,,,pq9AC66DKAMJ.2020,
CompID900716,IFIPIoT,IFIP International Internet of Things Conference,,,,,Qualis 2017-2020,,,,
CompID900717,IFIPISC,IFIP International Information Security Conference,,,,,Qualis 2017-2020,,,,
CompID900718,IFM,International Conference on Integrated Formal Methods,IFM,Integrated Formal Methods,,Top10,Qualis 2017-2020|SBC CE-2024,,,Gzge6qp3seEJ.2019,
CompID900719,IFSA,World Congress of International Fuzzy Systems Association,,,,,Qualis 2017-2020,,,,
CompID900720,IGSC,International Green and Sustainable Computing Conference,,,,,Qualis 2017-2020,,,,
CompID900721,IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,,Recommended,Qualis 2017-2020|SBC CE-2024,,,VXpZxWaAe0QJ.2023,
CompID900722,IHC,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,IHC,Brazilian Symposium on Human Factors in Computing Systems|IHC - Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais|Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,,Top10,Qualis 2017-2020|SBC CE-2024,,,jyopF_8JEZIJ.2024,ihc
CompID900723,IHM,Conférence Francophone sur l’Interaction Homme-Machine,IHM,Conférence Francophone sur l’Interaction Homme-Machin,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,ihm
CompID900724,IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,,Recommended,Qualis 2017-2020|SBC CE-2024,,,glSJUMMggrUJ.2020,iih-msp
CompID900725,IISA,"International Conference on Information, Intelligence, Systems and Applications",,,,,Qualis 2017-2020,,,,
CompID900726,IISWC,IEEE International Symposium on Workload Characterization,IISWC,IEEE International Symposium on Workload Characterization,,Recommended,Qualis 2017-2020|SBC CE-2024,,,4qd95Riz9Y4J.2024,iiswc
CompID900727,IIWAS,International Conference on Information Integration and Web-based Applications & Services,IIWAS,International Conference on Information Integration and Web Intelligence|International Conference on Information Integration and Web-based Applications & Services,,Top20,Qualis 2017-2020|SBC CE-2024,,,Tq_VLYZkpzwJ.2024,iiwas
CompID900728,IJCAI,International Joint Conference on Artificial Intelligence,IJCAI,International Joint Conference on Artificial Intelligence|International Joint Conference on Artificial Intelligence (IJCAI),,Top10,Qualis 2017-2020|SBC CE-2024,,,4HxsSu0PUdYJ.2024,ijcai
CompID900729,IJCAR,International Joint Conference on Automated Reasoning,IJCAR,International Joint Conference on Automated Reasoning,,Top20,Qualis 2017-2020|SBC CE-2024,,,,ijcar
CompID900730,IJCCI,International Joint Conference on Computational Intelligence,,,,,Qualis 2017-2020,,,,
CompID900731,IJCNLP,International Joint Conference on Natural Language Processing,IJCNLP,International Joint Conference on Natural Language Processing,,Top10,Qualis 2017-2020|SBC CE-2024,,,kYJHGA9yIBMJ.2024,ijcnlp
CompID900732,IJCNN,IEEE International Joint Conference on Neural Networks,IJCNN,International Joint Conference on Neural Networks,,Top10,Qualis 2017-2020|SBC CE-2024,,,#NAME?,ijcnn
CompID900733,ILA,Interaction Latin America,,,,,Qualis 2017-2020,,,,
CompID900734,ILP,International Conference on Inductive Logic Programming,ILP,International Conference on Inductive Logic Programming,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,ilp
CompID900735,IM,IFIP/IEEE International Symposium on Integrated Network Management,IM,IFIP/IEEE International Symposium on Integrated Network Management,,Top20,Qualis 2017-2020|SBC CE-2024,,,_XEusYoPeXgJ.2023,im
CompID900736,IMBSA,International Symposium on Model-Based Safety and Assessment,,,,,Qualis 2017-2020,,,,
CompID900737,IMC,ACM Internet Measurement Conference,IMC,ACM Internet Measurement Conference|Internet Measurement Conference,,Top10,Qualis 2017-2020|SBC CE-2024,,,Yh-Vy_bHNYMJ.2023,imc
CompID900738,IMCOM,International Conference on Ubiquitous Information Management and Communication,,,,,Qualis 2017-2020,,,,
CompID900739,IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,,Recommended,Qualis 2017-2020|SBC CE-2024,,,6Xfj7Y8gKaYJ.2023,imis
CompID900740,IMOC,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,,,,,Qualis 2017-2020,,,,
CompID900741,INCOS,International Conference on Intelligent Networking and Collaborative Systems,INCOS,INCOS - International Conference on Intelligent Networking and Collaborative Systems,,Top20,Qualis 2017-2020|SBC CE-2024,,,,
CompID900742,INDIN,IEEE International Conference on Industrial Informatics,INDIN,IEEE International Conference on Industrial Informatics,,Top20,Qualis 2017-2020|SBC CE-2024,,,IRnEg4i2mP4J.2020,
CompID900743,INDOCRYPT,International Conference on Cryptology in India,INDOCRYPT,International Conference on Cryptology in India,,Recommended,Qualis 2017-2020|SBC CE-2024,,,NQGo0SktmDsJ.2024,indocrypt
CompID900744,INDUSCON,International Conference on Industry Applications,INDUSCON,International Conference on Industry Applications,,Recommended,Qualis 2017-2020|SBC CE-2024,,,kHVE9lQrYc8J.2024,
CompID900745,INFOCOM,IEEE International Conference on Computer Communications,INFOCOM,IEEE International Conference on Computer Communications,,Top10,Qualis 2017-2020|SBC CE-2024,,,JMgzZsGYu14J.2023,infocom
CompID900747,INLG,International Natural Language Generation conference,INLG,International Natural Language Generation Conference|International Natural Language Generation conference,,Top20,Qualis 2017-2020|SBC CE-2024,,,WcIBEdCoDl0J.2024,inlg
CompID900748,INOC,International Network Optimization Conference,INOC,International Network Optimization Conference,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,inoc
CompID900749,INSCIT,"International Symposium on Instrumentation Systems, Circuits and Transducers",,,,,Qualis 2017-2020,,,,
CompID900750,INTECH,International Conference on Innovative Computing Technology,INTECH,International Conference on Innovative Computing Technology,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900751,INTELLISYS,SAI Intelligent Systems Conference,,,,,Qualis 2017-2020,,,,
CompID900752,INTERACT,IFIP TC 13 International Conference on Human-Computer Interaction,INTERACT,IFIP Conference on Human-Computer Interaction|IFIP International Conference on Human-Computer Interaction|IFIP TC13 International Conference on Human-Computer Interaction (INTERACT),,Top10,Qualis 2017-2020|SBC CE-2024,,,6hYO_ZiWs1YJ.2024,interact
CompID900753,INTERSPEECH,Conference of the International Speech Communication Association,INTERSPEECH,Conference of the International Speech Communication Association,,Top20,Qualis 2017-2020|SBC CE-2024,,,ssdQ_yPkyjAJ.2024,interspeech
CompID900754,INTESA,INTelligent Embedded Systems Architectures and Applications Workshop,,,,,Qualis 2017-2020,,,,
CompID900755,IOLTS,IEEE International On-Line Testing Symposium,IOLTS,IEEE International On-Line Testing Symposium,,Recommended,Qualis 2017-2020|SBC CE-2024,,,0SR2S8_NVfUJ.2024,iolts
CompID900756,IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900757,IoTBDS,International Conference on Internet of Things and Big Data and Security,,,,,Qualis 2017-2020,,,,
CompID900758,IOTSMS,"International Conference on Internet of Things: Systems, Management and Security",,,,,Qualis 2017-2020,,,,
CompID900759,IPAW,International Provenance and Annotation Workshop,IPAW,International Provenance and Annotation Workshop,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,ipaw
CompID900760,IPCCC,"International Performance, Computing, and Communications Conference",IPCCC,"International Performance, Computing, and Communications Conference",,Recommended,Qualis 2017-2020|SBC CE-2024,,,LM8Vo6K7w5QJ.2023,ipccc
CompID900761,IPCO,Conference on Integer Programming and Combinatorial Optimization,IPCO,Conference on Integer Programming and Combinatorial Optimization,,Top10,Qualis 2017-2020|SBC CE-2024,,,_8wwFhBIq4cJ.2023,ipco
CompID900762,IPCVWC,"International Conference on Image Processing, Computer Vision, and Pattern Recognition",,,,,Qualis 2017-2020,,,,
CompID900763,IPDLN,International Population Data Linkage Network,IPDLN,International Population Data Linkage Network,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900764,IPDPS,IEEE International Parallel & Distributed Processing Symposium,IPDPS,IEEE International Parallel & Distributed Processing Symposium|IEEE International Symposium on Parallel & Distributed Processing,,Top10,Qualis 2017-2020|SBC CE-2024,,,Cge5_JoKLicJ.2024,ipps
CompID900765,IPDPSW,IEEE International Parallel & Distributed Processing Symposium Workshops,,,,,Qualis 2017-2020,,,,
CompID900766,IPEC,International Symposium on Parameterized and Exact Computation,IPEC,International Symposium on Parameterized and Exact Computation,,Top20,Qualis 2017-2020|SBC CE-2024,,,omO5C9pkf-8J.2024,iwpec
CompID900767,IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,IPMU,International Conference on Information Processing and Management of Uncertainty|International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,,Recommended,Qualis 2017-2020|SBC CE-2024,,,DxTMQsOcxf0J.2024,ipmu
CompID900768,IPSN,International Conference on Information Processing in Sensor Networks,,,,,Qualis 2017-2020,,,,
CompID900769,IRC,IEEE International Conference on Robotic Computing,IRC,IEEE International Conference on Robotic Computing,,Recommended,Qualis 2017-2020|SBC CE-2024,,,X5iIIuMWM_8J.2020,
CompID900770,IRI,IEEE International Conference on Information Reuse and Integration,IRI,IEEE International Conference on Information Reuse and Integration,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,iri
CompID900771,IRIS,IEEE International Symposium on Robotics and Intelligent Sensors,,,,,Qualis 2017-2020,,,,
CompID900772,IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,IEEE/RJS International Conference on Intelligent Robots and Systems|IEEE/RSJ International Conference on Intelligent Robots and Systems|IEEE/RSJ Interrnational Conference on Intelligent Robots and Systems|IEEE/RSJ Intrernational Conference on Intelligent Robots and Systems,,Top10,Qualis 2017-2020|SBC CE-2024,,,QZ31s4XlF8EJ.2024,iros
CompID900773,ISAAC,International Symposium on Algorithms and Computation,ISAAC,International Symposium on Algorithms and Computation,,Top20,Qualis 2017-2020|SBC CE-2024,,,REeNFlEptmgJ.2024,isaac
CompID900774,ISADS,International Symposium on Autonomous Decentralized Systems,ISADS,International Symposium on Autonomous Decentralized Systems,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,isads
CompID900775,ISAM,IEEE International Symposium on Assembly and Manufacturing,ISAM,IEEE International Symposium on Assembly and Manufacturing,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900776,ISAmI,International Symposium on Ambient Intelligence,,,,,Qualis 2017-2020,,,,
CompID900777,ISAP,International Conference on Intelligent System Applications to Power Systems,,,,,Qualis 2017-2020,,,,
CompID900778,ISAS,International Static Analysis Symposium,,,,,Qualis 2017-2020,,,,
CompID900779,ISBI,IEEE International Symposium on Biomedical Imaging,ISBI,IEEE International Symposium on Biomedical Imaging|IEEE International Symposium on Biomedical Imaging: From Nano to Macro,,Top20,Qualis 2017-2020|SBC CE-2024,,,BvOzx47YdqIJ.2024,isbi
CompID900780,ISBRA,International Symposium on Bioinformatics Research and Applications,ISBRA,International Symposium on Bioinformatics Research and Applications,,Top10,Qualis 2017-2020|SBC CE-2024,,,CYFIxMLpkUsJ.2019,
CompID900781,ISC,International Supercomputing Conference,ISC,International Conference on Information Security|International Supercomputing Conference,,Top20,Qualis 2017-2020|SBC CE-2024,,,Vnq3DIsft2YJ.2024,isw
CompID900782,ISC2,IEEE International Smart Cities Conference,ISC2,IEEE International Smart Cities Conference,,Recommended,Qualis 2017-2020|SBC CE-2024,,,yFTutsygf2gJ.2023,isc2
CompID900783,ISCA,International Symposium on Computer Architecture,ISCA,International Symposium on Computer Architecture,,Top10,Qualis 2017-2020|SBC CE-2024,,,#NAME?,isca
CompID900784,ISCAS,IEEE International Symposium on Circuits and Systems,ISCAS,IEEE International Symposium on Circuits and Systems,,Top10,Qualis 2017-2020|SBC CE-2024,,,V91jHpOGqs0J.2024,iscas
CompID900785,ISCC,International Symposium on Computers and Communications,ISCC,IEEE Symposium on Computers and Communications|International Symposium on Computers and Communications,,Top20,Qualis 2017-2020|SBC CE-2024,,,0jK8bHjCH68J.2024,iscc
CompID900786,ISCIS,International Symposium on Computer and Information Sciences,ISCIS,International Symposium on Computer and Information Sciences,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,iscis
CompID900787,ISCO,International Symposium on Combinatorial Optimization,ISCO,International Symposium on Combinatorial Optimization,,Recommended,Qualis 2017-2020|SBC CE-2024,,,_nw1GAGIGkEJ.2019,isco
CompID900788,ISCRAM,International Conference on Information Systems for Crisis Response and Management,ISCRAM,Information Systems for Crisis Response and Management,,Recommended,Qualis 2017-2020|SBC CE-2024,,,jpqK-S5bXocJ.2024,iscram
CompID900789,ISD,International Conference on Information Systems Development,ISD,International Conference on Information Systems Development,,Recommended,Qualis 2017-2020|SBC CE-2024,,,IXwBVJe3Y30J.2024,isdevel
CompID900790,ISDA,International Conference on Intelligent Systems Design and Applications,ISDA,International Conference on Intelligent Systems Design and Applications        ,,Top20,Qualis 2017-2020|SBC CE-2024,,,vtykNI3af7IJ.2024,isda
CompID900791,ISEA,International Symposium on Electronic Arts,ISEA,International Symposium on Electronic /Emerging Art|International Symposium on Electronic Arts,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900792,ISeC,International Conference on Information Security,,,,,Qualis 2017-2020,,,,
CompID900793,ISECON,Information Systems Education Conference,ISECON,Information Systems Education Conference,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900794,ISER,International Symposium on Experimental Robotics,ISER,International Symposium on Experimental Robotics,,Top20,Qualis 2017-2020|SBC CE-2024,,,ke1g66ZJCWoJ.2020,
CompID900795,ISGT,IEEE PES Innovative Smart Grid Technologies,ISGT,IEEE PES Innovative Smart Grid Technologies,,Recommended,Qualis 2017-2020|SBC CE-2024,,,9nASlar3rTYJ.2023,isgt
CompID900796,ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,,Recommended,Qualis 2017-2020|SBC CE-2024,,,clIpBqTfgOsJ.2023,isgteurope
CompID900797,ISGT-LA,IEEE PES Innovative Smart Grid Technologies Latin America,,,,,Qualis 2017-2020,,,,
CompID900798,ISI,IEEE International Conference on Intelligence and Security Informatics,,,,,Qualis 2017-2020,,,,
CompID900799,ISIE,IEEE International Symposium on Industrial Electronics,ISIE,IEEE International Symposium on Industrial Electronics,,Recommended,Qualis 2017-2020|SBC CE-2024,,,nvZjR0BHub4J.2020,
CompID900800,ISLPED,International Symposium on Low Power Electronics and Design,ISLPED,ACM/IEEE International Symposium on Low Power Electronics and Design,,Recommended,Qualis 2017-2020|SBC CE-2024,,,NoKVsOmGgEMJ.2024,islped
CompID900801,ISM,IEEE International Symposium on Multimedia,ISM,IEEE International Symposium on Multimedia,,Top10,Qualis 2017-2020|SBC CE-2024,,,np9OvZCkWLIJ.2023,ism
CompID900802,ISMAR,IEEE International Symposium on Mixed and Augmented Reality,ISMAR,IEEE International Symposium on Mixed and Augmented Reality|International Symposium on Mixed and Augmented Reality,,Top10,Qualis 2017-2020|SBC CE-2024,,,saKKhfQeF-MJ.2024,ismar
CompID900803,ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,,Top20,Qualis 2017-2020|SBC CE-2024,,,,
CompID900804,ISMCR,International Symposium on Measurement and Control in Robotics,ISMCR,International Symposium on Measurement and Control in Robotics,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900805,ISMEM,International Symposium on Memory Management,,,,,Qualis 2017-2020,,,,
CompID900806,ISMIR,International Society for Music Information Retrieval Conference,ISMIR,International Society for Music Information Retrieval Conference,,Top10,Qualis 2017-2020|SBC CE-2024,,,,
CompID900807,ISMIS,International Symposium on Methodologies for Intelligent Systems,,,,,Qualis 2017-2020,,,,
CompID900808,ISMM,International Symposium on Mathematical Morphology,ISMM,International Symposium on Memory Management,,Top20,Qualis 2017-2020|SBC CE-2024,,,gOjRemocSxMJ.2020,iwmm
CompID900809,ISMR,International Symposium on Medical Robotics,ISMR,International Symposium on Medical Robotics,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,
CompID900810,ISMSI,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",,,,,Qualis 2017-2020,,,,
CompID900811,ISMVL,IEEE International Symposium on Multiple-Valued Logic,ISMVL,IEEE International Symposium on Multiple-Valued Logic,,Recommended,Qualis 2017-2020|SBC CE-2024,,,K6125zrCIPYJ.2024,ismvl
CompID900812,ISNN,International Symposium on Neural Networks,,,,,Qualis 2017-2020,,,,
CompID900813,ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",,Top20,Qualis 2017-2020|SBC CE-2024,,,wOH94ungceEJ.2019,
CompID900814,ISORC,IEEE International Symposium on RealTime Distributed Computing,ISORC,IEEE International Symposium on RealTime Distributed Computing|International Symposium on Object-Oriented Real-Time Distributed Computing,,Top20,Qualis 2017-2020|SBC CE-2024,,,BsXPy-a3od0J.2024,isorc
CompID900815,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,,,,,Qualis 2017-2020,,,,
CompID900816,ISPD,ACM International Symposium on Physical Design,ISPD,International Symposium on Physical Design,,Top10,Qualis 2017-2020|SBC CE-2024,,,qcCDTf9GIAMJ.2024,ispd
CompID900817,ISPDC,International Symposium on Parallel and Distributed Computing,ISPDC,International Symposium on Parallel and Distributed Computing,,Recommended,Qualis 2017-2020|SBC CE-2024,,,BZK2l1JW2UsJ.2024,ispdc
CompID900818,ISQED,International Symposium on Quality Electronic Design,ISQED,International Symposium on Quality Electronic Design,,Recommended,Qualis 2017-2020|SBC CE-2024,,,CAKBHPJLxuMJ.2024,isqed
CompID900819,ISR,IEEE International Conference on Intelligence and Safety for Robotics,ISR,IEEE International Conference on Intelligence and Safety for Robotics,,Recommended,Qualis 2017-2020|SBC CE-2024,,,CVpdLFbXIAIJ.2020,
CompID900820,ISRR,International Symposium on Robotics Research,ISRR,International Symposium on Robotics Research,,Top20,Qualis 2017-2020|SBC CE-2024,,,eX0qXcAClWoJ.2020,
CompID900821,ISS,ACM International Conference on Interactive Surfaces and Spaces,ISS,ACM Interactive Surfaces and Spaces,,Top20,Qualis 2017-2020|SBC CE-2024,,,js1p_d4DBXkJ.2024,tabletop
CompID900822,ISSA,Information Security for South Africa,ISSA,Information Security for South Africa,,Recommended,Qualis 2017-2020|SBC CE-2024,,,mjGhRMqAqs8J.2019,issa
CompID900823,ISSCC,IEEE International Solid-State Circuits Conference,,,,,Qualis 2017-2020,,,,
CompID900824,ISSI,International Society of Scientometrics and Informetrics Conference,,,,,Qualis 2017-2020,,,,
CompID900825,ISSRE,IEEE International Symposium on Software Reliability Engineering,ISSRE,IEEE International Symposium on Software Reliability Engineering|International Symposium on Software Reliability Engineering,,Top10,Qualis 2017-2020|SBC CE-2024,,,xJhIFxijeG8J.2024,issre
CompID900826,ISSREW,IEEE International Symposium on Software Reliability Engineering Workshops,,,,,Qualis 2017-2020,,,,
CompID900827,ISSTA,International Symposium on Software Testing and Analysis,ISSTA,International Symposium on Software Testing and Analysis,,Recommended,Qualis 2017-2020|SBC CE-2024,,,llVusf8drOoJ.2024,issta
CompID900828,ISTAR,International i*Workshop,ISTAR,International i*Workshop|istar,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,istar
CompID900829,ISVC,International Symposium on Visual Computing,ISVC,International Symposium on Visual Computing,,Recommended,Qualis 2017-2020|SBC CE-2024,,,gkPBkimMWRYJ.2024,isvc
CompID900830,ISVLSI,IEEE Computer Society Annual Symposium on VLSI,ISVLSI,IEEE Computer Society Annual Symposium on VLSI,,Top10,Qualis 2017-2020|SBC CE-2024,,,YnM0PRNMjrsJ.2024,isvlsi
CompID900831,ISW,Information Security Conference,,,,,Qualis 2017-2020,,,,
CompID900832,ISWC,International Semantic Web Conference,ISWC,IEEE International Symposium on Wearable Computers|International Semantic Web Conference,,Recommended,Qualis 2017-2020|SBC CE-2024,,,_spLz2dfW1AJ.2024,iswc
CompID900833,ISWCS,International Symposium on Wireless Communication Systems,ISWCS,International Symposium on Wireless Communication Systems,,Recommended,Qualis 2017-2020|SBC CE-2024,,,bKvDXIhWqbQJ.2023,iswcs
CompID900834,ITC,International Test Conference,,,,,Qualis 2017-2020,,,,
CompID900835,ITCS,Conference on Innovations in Theoretical Computer Science,ITCS,Conference on Innovations in Theoretical Computer Science,,Top10,Qualis 2017-2020|SBC CE-2024,,,YFgbcWcmuG4J.2024,itcs
CompID900836,ITDRR,Information Technology in Disaster Risk Reduction,,,,,Qualis 2017-2020,,,,
CompID900837,ITHET,International Conference on Information Technology Based Higher Education and Training,,,,,Qualis 2017-2020,,,,
CompID900838,ITICSE,Conference on Innovation and Technology in Computer Science Education,ITICSE|ITiCSE,ACM Conference on Innovation and Technology in Computer Science Education|Conference on Innovation and Technology in Computer Science Education|ITiCSE - Conference on Innovation and Technology in Computer Science Education|Joint Conference on Innovation and Technology in Computer Science Education,,Top10,Qualis 2017-2020|SBC CE-2024,,,68UDAZLIQo8J.2024,iticse
CompID900839,ITNG,International Conference on Information Technology : New Generations,ITNG,International Conference on Information Technology - New Generations,,Top20,Qualis 2017-2020|SBC CE-2024,,,n4KqZc83JT0J.2024,itng
CompID900840,ITP,International Conference on Interactive Theorem Proving,ITP,International Conference on Interactive Theorem Proving,,Top20,Qualis 2017-2020|SBC CE-2024,,,dC3V1ZRAEU4J.2019,
CompID900841,ITS,International Conference on Intelligent Tutoring Systems,ITS,ACM International Conference on Interactive Surfaces and Spaces|ACM International Conference on Interactive Tabletops and Surfaces|International Conference on Augmented Intelligence and Intelligent Tutoring Systems|International Conference on Intelligent Tutoring Systems|International Intelligent Tutoring Systems Conference,,Top20,Qualis 2017-2020|SBC CE-2024,,,,tabletop
CompID900842,ITSC,IEEE International Conference on Intelligent Transportation Systems,ITSC,IEEE ITSC Intelligent Transportation Systems Conference|IEEE Intelligence Transportation Systems Conference|IEEE Intelligent Transportation Systems Conference|IEEE International Conference on Intelligent Transportation Systems,,Recommended,Qualis 2017-2020|SBC CE-2024,,,F_tKvHBbkU8J.2023,itsc
CompID900843,ITSS,Interactive Tabletops and Surfaces,,,,,Qualis 2017-2020,,,,
CompID900844,IUI,International Conference on Intelligent User Interfaces,IUI,International Conference on Intelligent User Interfaces,,Top10,Qualis 2017-2020|SBC CE-2024,,,#NAME?,iui
CompID900845,ICIV,International Conference on Information Visualisation,ICIV|IV|IV,International Conference on Information Visualisation|International Conference on Information Visualization,,Recommended,Qualis 2017-2020|SBC CE-2024,,,vRWGetFmuFkJ.2024,iv
CompID900846,IVA,International Conference on Intelligent Virtual Agents,IVA,ACM INTERNATIONAL CONFERENCE ON INTELLIGENT VIRTUAL AGENTS|Intelligent Virtual Agents|International Conference on Intelligent Virtual Agents,,Top10,Qualis 2017-2020|SBC CE-2024,,,,iva
CompID900847,IVAPP,International Conference on Information Visualization Theory and Applications,IVAPP,International Conference on Information Visualization Theory and Applications,,Recommended,Qualis 2017-2020|SBC CE-2024,,,,ivapp
CompID900848,IWANN,International Work-Conference on Artificial Neural Networks,,,,,Qualis 2017-2020,,,,
CompID900849,IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,,Top10,Qualis 2017-2020|SBC CE-2024,,,T4IEJzWRVqIJ.2019,
CompID900850,IWBF,International Workshop on Biometrics and Forensics,,,,,Qualis 2017-2020,,,,
CompID900851,IWCMC,International Wireless Communications and Mobile Computing Conference,IWCMC,International Wireless Communications and Mobile Computing Conference,,Recommended,Qualis 2017-2020|SBC CE-2024,,,VmAg1pGpY18J.2023,iwcmc
